Row Id,Id,Title,Published At,E Tag,Kind,Channel Title,Type,Group Id,Batch Id,Batch Date
91,com.domo.connector.youtube.vo.Id@44cff454,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/f-p4axcRL_SsshcUDzdT6lrduGw""",youtube#activity,AironGroup,like,\N,31,2017-01-19T14:36:06
92,com.domo.connector.youtube.vo.Id@78d6a232,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/AHiVAvEq_nzHFb2JRFADQ_KxUlI""",youtube#activity,Solar Danmark A/S,like,\N,31,2017-01-19T14:36:06
93,com.domo.connector.youtube.vo.Id@461e605d,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/8RnOv9aJMbGaiYjlaB-yldEG6AI""",youtube#activity,erocafuerte2010,like,\N,31,2017-01-19T14:36:06
94,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/FWBPOAGXEOARCt1UWbgv2ffqQko""",youtube#activity,AironGroup,like,\N,32,2017-01-20T14:36:05
95,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/QAm6fjSp9XJetLd0fwUSm6SlnhI""",youtube#activity,Solar Danmark A/S,like,\N,32,2017-01-20T14:36:05
96,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/OiEMqFSPtoD9xebirEMbdZUcm0A""",youtube#activity,erocafuerte2010,like,\N,32,2017-01-20T14:36:05
97,com.domo.connector.youtube.vo.Id@60827dff,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/ZWZucTgBfXCTibsi7Mk7OxNzN5E""",youtube#activity,AironGroup,like,\N,33,2017-01-21T14:36:07
98,com.domo.connector.youtube.vo.Id@52ebfc53,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/NA8oesUtv4Df-htvXhRKt7qlWzo""",youtube#activity,Solar Danmark A/S,like,\N,33,2017-01-21T14:36:07
99,com.domo.connector.youtube.vo.Id@42b5156a,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/utYuOcRTJM6EbpATHjHvWD0petc""",youtube#activity,erocafuerte2010,like,\N,33,2017-01-21T14:36:07
100,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/FWmXICCpI_QqwDjmI4tBNP7FjRs""",youtube#activity,AironGroup,like,\N,34,2017-01-22T14:36:14
101,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/68kYzHhat5gwy9kQU6q6G7Z0x8E""",youtube#activity,Solar Danmark A/S,like,\N,34,2017-01-22T14:36:14
102,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/PQJlKUaNgB0EMdszdyiMk1EqRfY""",youtube#activity,erocafuerte2010,like,\N,34,2017-01-22T14:36:14
103,com.domo.connector.youtube.vo.Id@52ebfc53,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/UiDHyRE7O_Ua6eCHBXBAbdw-Zb0""",youtube#activity,AironGroup,like,\N,35,2017-01-23T14:36:09
104,com.domo.connector.youtube.vo.Id@42b5156a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/dX9eo1ZaH1uRerEdgaQnyC82V9A""",youtube#activity,Solar Danmark A/S,like,\N,35,2017-01-23T14:36:09
105,com.domo.connector.youtube.vo.Id@56a09ad1,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/2_cwlANotqFkLjrB_kOEN6ex0Hc""",youtube#activity,erocafuerte2010,like,\N,35,2017-01-23T14:36:09
106,com.domo.connector.youtube.vo.Id@77391298,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/mgFgRr0FKiKQDCaOokLYV05pymk""",youtube#activity,AironGroup,like,\N,36,2017-01-24T14:36:09
107,com.domo.connector.youtube.vo.Id@d104eb2,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/0SnOC9GfyoRRmPyt7a3RZnBgf_4""",youtube#activity,Solar Danmark A/S,like,\N,36,2017-01-24T14:36:09
108,com.domo.connector.youtube.vo.Id@6346c9b2,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/4JHRaVQJf3Ws1vkkzHLn2kv9cTs""",youtube#activity,erocafuerte2010,like,\N,36,2017-01-24T14:36:09
109,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/27gCZLf7a4skyfUn8QGzM0-zw0U""",youtube#activity,AironGroup,like,\N,37,2017-01-25T14:36:13
110,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/Z-q_lYC5lLoXLG6pkQmMPgf-AeY""",youtube#activity,Solar Danmark A/S,like,\N,37,2017-01-25T14:36:13
111,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/niHCWBRlrZhFTRDksA42fyyfoyk""",youtube#activity,erocafuerte2010,like,\N,37,2017-01-25T14:36:13
112,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/jdYV_0__klD9AFB0ALmS7KQnHYE""",youtube#activity,AironGroup,like,\N,38,2017-01-26T14:36:06
113,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/I6HilOOtLmr1Y85nyARPaQ_LjSs""",youtube#activity,Solar Danmark A/S,like,\N,38,2017-01-26T14:36:06
114,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/Fr_5vpo4Sn-_QY3KmTB7CQaKntI""",youtube#activity,erocafuerte2010,like,\N,38,2017-01-26T14:36:06
115,com.domo.connector.youtube.vo.Id@44cff454,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/AL_gslFOJieLgs0Svj2L3Pt-2jY""",youtube#activity,AironGroup,like,\N,39,2017-01-27T14:36:09
116,com.domo.connector.youtube.vo.Id@78d6a232,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/BiAByL9ocNiTI63jhsG1SOJRX3k""",youtube#activity,Solar Danmark A/S,like,\N,39,2017-01-27T14:36:09
117,com.domo.connector.youtube.vo.Id@461e605d,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/Eud-TDgRtCpyd1GZ4m-pBnCpg44""",youtube#activity,erocafuerte2010,like,\N,39,2017-01-27T14:36:09
118,com.domo.connector.youtube.vo.Id@61a6b484,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/c1WLc4Uk5ocHwqh4bUDN1DqllmE""",youtube#activity,AironGroup,like,\N,40,2017-01-28T14:36:19
119,com.domo.connector.youtube.vo.Id@76f608b6,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/0t9hLt2Yr7jIicssqNBgZTmYDI0""",youtube#activity,Solar Danmark A/S,like,\N,40,2017-01-28T14:36:19
120,com.domo.connector.youtube.vo.Id@a2ae44a,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/VhKRDCss1-YLB1xQEGK6a_4HpXE""",youtube#activity,erocafuerte2010,like,\N,40,2017-01-28T14:36:19
121,com.domo.connector.youtube.vo.Id@78d6a232,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/UJIGSjltAWqdZjuvVo_NePDboEc""",youtube#activity,AironGroup,like,\N,41,2017-01-29T14:36:19
122,com.domo.connector.youtube.vo.Id@461e605d,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/UjUz4ZGfeCAEOBg8rXMC7tZvPsY""",youtube#activity,Solar Danmark A/S,like,\N,41,2017-01-29T14:36:19
123,com.domo.connector.youtube.vo.Id@caeef7,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/HZQa4HUgtgfh2x9nBZShODtco6Q""",youtube#activity,erocafuerte2010,like,\N,41,2017-01-29T14:36:19
124,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/1e7OuLTJGBJE3VQJvUGQxx9RY6g""",youtube#activity,AironGroup,like,\N,42,2017-01-30T14:36:15
125,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/wdxVO6nfrbC5z18V-1DVjmDNNAA""",youtube#activity,Solar Danmark A/S,like,\N,42,2017-01-30T14:36:15
126,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/R5ns5dI43t0YpxnADMkeLRY3EBA""",youtube#activity,erocafuerte2010,like,\N,42,2017-01-30T14:36:15
127,com.domo.connector.youtube.vo.Id@44cff454,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/hl7lhSyybI4CGsoMzCmkD8Fb4VI""",youtube#activity,AironGroup,like,\N,43,2017-01-31T14:36:07
128,com.domo.connector.youtube.vo.Id@78d6a232,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/Ch_wVVSplBmaEyKd2oscnR7HI8U""",youtube#activity,Solar Danmark A/S,like,\N,43,2017-01-31T14:36:07
129,com.domo.connector.youtube.vo.Id@461e605d,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/DMZOa75D5vPAFHvVZe_stzb33K4""",youtube#activity,erocafuerte2010,like,\N,43,2017-01-31T14:36:07
130,com.domo.connector.youtube.vo.Id@26765eeb,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/UURMdf2Uo0yF_gs87EM3OpepyhM""",youtube#activity,AironGroup,like,\N,44,2017-02-01T14:36:10
131,com.domo.connector.youtube.vo.Id@60827dff,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/UCYKNr9_7BCckoh6L62Eo86twOE""",youtube#activity,Solar Danmark A/S,like,\N,44,2017-02-01T14:36:10
132,com.domo.connector.youtube.vo.Id@52ebfc53,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""gMxXHe-zinKdE9lTnzKu8vjcmDI/NIW_PrDrK28_YrEyYJkvY4M5Dpw""",youtube#activity,erocafuerte2010,like,\N,44,2017-02-01T14:36:10
133,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/oSEh224uyP1ekKfo4zFWac5pBMU""",youtube#activity,AironGroup,like,\N,45,2017-02-02T14:36:08
134,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/3afr6NKfL9CfyDowhZLAjgH1_Ss""",youtube#activity,Solar Danmark A/S,like,\N,45,2017-02-02T14:36:08
135,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/B1qBcAVZFBhaORekDqtw0RqMrLE""",youtube#activity,erocafuerte2010,like,\N,45,2017-02-02T14:36:08
136,com.domo.connector.youtube.vo.Id@45edcbe6,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/h3pouBe457ZsL1HQwQttBUHLk-Q""",youtube#activity,AironGroup,like,\N,46,2017-02-03T14:36:06
137,com.domo.connector.youtube.vo.Id@69ced573,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Bv4vdPMz_Pmd4qQPiVUdn8ddc54""",youtube#activity,Solar Danmark A/S,like,\N,46,2017-02-03T14:36:06
138,com.domo.connector.youtube.vo.Id@32b7abe9,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/dD0iTZnlG_4t4uRbRG8W3e3_8EE""",youtube#activity,erocafuerte2010,like,\N,46,2017-02-03T14:36:06
139,com.domo.connector.youtube.vo.Id@64b05a2d,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/dTjeBFsBhBn3DmedNW4VTceaK5E""",youtube#activity,AironGroup,like,\N,47,2017-02-04T14:36:06
140,com.domo.connector.youtube.vo.Id@3066c0ab,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/duWnkwFVwSBILwXJVegXpXW-fR0""",youtube#activity,Solar Danmark A/S,like,\N,47,2017-02-04T14:36:06
141,com.domo.connector.youtube.vo.Id@7693dda9,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/UXYluI1msCdXBANDRv1MkONqIuI""",youtube#activity,erocafuerte2010,like,\N,47,2017-02-04T14:36:06
142,com.domo.connector.youtube.vo.Id@26765eeb,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/jBKN2EUExpNXzz_bVEbbSdGzNmE""",youtube#activity,AironGroup,like,\N,48,2017-02-05T14:36:07
143,com.domo.connector.youtube.vo.Id@60827dff,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/neAjpaXFTbRBVVz_MqHA3N1ezIo""",youtube#activity,Solar Danmark A/S,like,\N,48,2017-02-05T14:36:07
144,com.domo.connector.youtube.vo.Id@52ebfc53,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/OjX3CoV2X2nF4qtHI1IDX9uDBzI""",youtube#activity,erocafuerte2010,like,\N,48,2017-02-05T14:36:07
145,com.domo.connector.youtube.vo.Id@64b05a2d,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/P1r9NGzC0zdPUWxgUgm4GwXXgB4""",youtube#activity,AironGroup,like,\N,49,2017-02-06T14:36:05
146,com.domo.connector.youtube.vo.Id@3066c0ab,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/v92hlaqQ2oCxWTMcuuW-v-qXo4E""",youtube#activity,Solar Danmark A/S,like,\N,49,2017-02-06T14:36:05
147,com.domo.connector.youtube.vo.Id@7693dda9,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/K-4R2MwMOqreIV3hvueY_PQptx8""",youtube#activity,erocafuerte2010,like,\N,49,2017-02-06T14:36:05
148,com.domo.connector.youtube.vo.Id@caeef7,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/s-at5pn8Hh9vpf-V6tLhgABYyZU""",youtube#activity,AironGroup,like,\N,50,2017-02-07T14:36:06
149,com.domo.connector.youtube.vo.Id@3b1cd7ee,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/jAwzdzmmLNzs0NysOWYh2LDdfWs""",youtube#activity,Solar Danmark A/S,like,\N,50,2017-02-07T14:36:06
150,com.domo.connector.youtube.vo.Id@7696358d,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/JxIXyXM6K6vB4dxcCbAcYh9m9mQ""",youtube#activity,erocafuerte2010,like,\N,50,2017-02-07T14:36:06
151,com.domo.connector.youtube.vo.Id@3a19d161,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/UYYKHaGOiibJ9lA9levq4R6Fez8""",youtube#activity,AironGroup,like,\N,51,2017-02-08T14:36:06
152,com.domo.connector.youtube.vo.Id@45edcbe6,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/SweRCt9GNyAc4BT_exkP2e2oUy8""",youtube#activity,Solar Danmark A/S,like,\N,51,2017-02-08T14:36:06
153,com.domo.connector.youtube.vo.Id@69ced573,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/uCektoAqJqUOGqY0Fli1N4N9oas""",youtube#activity,erocafuerte2010,like,\N,51,2017-02-08T14:36:06
154,com.domo.connector.youtube.vo.Id@54ff539c,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Z51BfYwvTGqKPxh_T4Y2zddjSGs""",youtube#activity,AironGroup,like,\N,52,2017-02-09T14:36:05
155,com.domo.connector.youtube.vo.Id@361c6270,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/qA6aLM-k_5Ir7X9AHctG-YfK_YA""",youtube#activity,Solar Danmark A/S,like,\N,52,2017-02-09T14:36:05
156,com.domo.connector.youtube.vo.Id@4ee91f7b,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/UmNVgBnRgH0ou-tRFvRLaA8_Yf4""",youtube#activity,erocafuerte2010,like,\N,52,2017-02-09T14:36:05
157,com.domo.connector.youtube.vo.Id@26765eeb,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/l2GSckIroUt0-dcviXQOMY1sI2M""",youtube#activity,AironGroup,like,\N,53,2017-02-10T14:36:05
158,com.domo.connector.youtube.vo.Id@60827dff,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/S4qhMmIzcJPhzERtrkstiAKPios""",youtube#activity,Solar Danmark A/S,like,\N,53,2017-02-10T14:36:05
159,com.domo.connector.youtube.vo.Id@52ebfc53,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/vy9iHV1e3yAZzb5S2XTX6aa486Q""",youtube#activity,erocafuerte2010,like,\N,53,2017-02-10T14:36:05
160,com.domo.connector.youtube.vo.Id@52ebfc53,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/qj8Jo7H2OMnznsBkXtK_ZzsWCMI""",youtube#activity,AironGroup,like,\N,54,2017-02-11T14:36:05
161,com.domo.connector.youtube.vo.Id@42b5156a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/hXwO14W1Y00_hq5F-NrjLwGex_4""",youtube#activity,Solar Danmark A/S,like,\N,54,2017-02-11T14:36:05
162,com.domo.connector.youtube.vo.Id@56a09ad1,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/4TVjeNJl-79yA8kKOKqAHcKzRqU""",youtube#activity,erocafuerte2010,like,\N,54,2017-02-11T14:36:05
163,com.domo.connector.youtube.vo.Id@26765eeb,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/0xCLGCQq0sgelguyiswSgBCnOy0""",youtube#activity,AironGroup,like,\N,55,2017-02-12T14:36:05
164,com.domo.connector.youtube.vo.Id@60827dff,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/88sykRyygl28DfcH62CgWxdoS64""",youtube#activity,Solar Danmark A/S,like,\N,55,2017-02-12T14:36:05
165,com.domo.connector.youtube.vo.Id@52ebfc53,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ga8slCcDB9FCCMiKCti2ya9xxTU""",youtube#activity,erocafuerte2010,like,\N,55,2017-02-12T14:36:05
166,com.domo.connector.youtube.vo.Id@3a19d161,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/rc1jB9LZ3sreOpF1kswUtSyFFxE""",youtube#activity,AironGroup,like,\N,56,2017-02-13T14:36:05
167,com.domo.connector.youtube.vo.Id@45edcbe6,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/BOL-FSpnye_C-QgJlP33Z9_wlog""",youtube#activity,Solar Danmark A/S,like,\N,56,2017-02-13T14:36:05
168,com.domo.connector.youtube.vo.Id@69ced573,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/a09xY0pUNsvqSzdebNJ6BFQj2Yg""",youtube#activity,erocafuerte2010,like,\N,56,2017-02-13T14:36:05
169,com.domo.connector.youtube.vo.Id@5baa5aea,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/RUjn8_EcCN4QhPXHTfIHnL4tLuU""",youtube#activity,AironGroup,like,\N,57,2017-02-14T14:36:05
170,com.domo.connector.youtube.vo.Id@33f5c3b8,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/rZAW3ulCFAjAAOsKFc5pT43tY4s""",youtube#activity,Solar Danmark A/S,like,\N,57,2017-02-14T14:36:05
171,com.domo.connector.youtube.vo.Id@22161493,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/WbpLJ7vW4i1G-icSuvcTKJA1Eng""",youtube#activity,erocafuerte2010,like,\N,57,2017-02-14T14:36:05
172,com.domo.connector.youtube.vo.Id@33f5c3b8,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/-mly6F4rFq1NVt-yuEyvmaXXrZA""",youtube#activity,AironGroup,like,\N,58,2017-02-15T14:36:07
173,com.domo.connector.youtube.vo.Id@22161493,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/YoXtrWK55zBQH8lYAxo4MQNBs0Q""",youtube#activity,Solar Danmark A/S,like,\N,58,2017-02-15T14:36:07
174,com.domo.connector.youtube.vo.Id@6636200f,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/csIPSHw3PIdZBje8sT5e_3lFarU""",youtube#activity,erocafuerte2010,like,\N,58,2017-02-15T14:36:07
175,com.domo.connector.youtube.vo.Id@461e605d,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/GqCeEyfE5HbMBBabBZNiEqgfAZA""",youtube#activity,AironGroup,like,\N,59,2017-02-16T14:36:06
176,com.domo.connector.youtube.vo.Id@caeef7,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/xKFPQopufYxy5xmxBw7WMk0EB90""",youtube#activity,Solar Danmark A/S,like,\N,59,2017-02-16T14:36:06
177,com.domo.connector.youtube.vo.Id@3b1cd7ee,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/sc7kU1i1cM5rUHHtvMcPaMWHMCk""",youtube#activity,erocafuerte2010,like,\N,59,2017-02-16T14:36:06
178,com.domo.connector.youtube.vo.Id@52ebfc53,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/JJOurhs86l_jHAi4o05ZkjymG4c""",youtube#activity,AironGroup,like,\N,60,2017-02-17T14:36:06
179,com.domo.connector.youtube.vo.Id@42b5156a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/GsAbbNZLG1yGT8Hfl-eJrDhvgAE""",youtube#activity,Solar Danmark A/S,like,\N,60,2017-02-17T14:36:06
180,com.domo.connector.youtube.vo.Id@56a09ad1,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/haIr51TBONsg-4Zh-ErtI6CnHuo""",youtube#activity,erocafuerte2010,like,\N,60,2017-02-17T14:36:06
181,com.domo.connector.youtube.vo.Id@45edcbe6,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/LA0uR4jLbT_oWnFzSdRM3P7OhI4""",youtube#activity,AironGroup,like,\N,61,2017-02-18T14:36:10
